ID	CRISPR-Cas
ab04795	No_CRISPR
ab04796	No_CRISPR
ab04797	No_CRISPR
ab04798	No_CRISPR
ab04799	No_CRISPR
ab04800	No_CRISPR
ab04801	No_CRISPR
ab04802	No_CRISPR
ab04803	No_CRISPR
ab04804	No_CRISPR
ab04805	No_CRISPR
ab04806	No_CRISPR
ab04807	No_CRISPR
ab04808	No_CRISPR
ab04809	No_CRISPR
ab04810	No_CRISPR
ab04811	No_CRISPR
ab04812	No_CRISPR
ab04813	No_CRISPR
ab04815	No_CRISPR
ab04818	No_CRISPR
ab04819	No_CRISPR
ab04821	No_CRISPR
ab04823	No_CRISPR
ab04824	No_CRISPR
ab04825	No_CRISPR
ab04826	No_CRISPR
ab04827	No_CRISPR
ab04828	No_CRISPR
ab04829	No_CRISPR
ab04830	No_CRISPR
ab04831	No_CRISPR
ab04832	No_CRISPR
ab04833	No_CRISPR
ab04834	No_CRISPR
ab04835	No_CRISPR
ab04836	No_CRISPR
ab04837	No_CRISPR
ab04838	No_CRISPR
ab04839	No_CRISPR
ab04840	No_CRISPR
ab04841	No_CRISPR
ab04842	No_CRISPR
ab04843	No_CRISPR
ab04844	No_CRISPR
ab04845	No_CRISPR
ab04846	No_CRISPR
ab04847	No_CRISPR
ab04848	No_CRISPR
ab04849	No_CRISPR
ab04850	No_CRISPR
ab04851	No_CRISPR
ab04852	No_CRISPR
ab04853	No_CRISPR
ab04854	No_CRISPR
ab04855	No_CRISPR
ab04856	No_CRISPR
ab04857	No_CRISPR
ab04858	No_CRISPR
ab04859	No_CRISPR
ab04860	No_CRISPR
ab04861	No_CRISPR
ab04862	No_CRISPR
ab04863	No_CRISPR
ab04864	No_CRISPR
ab04865	No_CRISPR
ab04866	No_CRISPR
ab04867	No_CRISPR
ab04869	No_CRISPR
ab04870	No_CRISPR
ab04871	No_CRISPR
ab04872	No_CRISPR
ab04873	No_CRISPR
ab04874	No_CRISPR
ab04875	No_CRISPR
ab04876	No_CRISPR
ab04878	No_CRISPR
ab04880	No_CRISPR
ab04881	No_CRISPR
ab04882	No_CRISPR
ab04883	No_CRISPR
ab04891	No_CRISPR
ab04892	No_CRISPR
ab04893	No_CRISPR
ab04900	No_CRISPR
ab04901	No_CRISPR
ab04902	No_CRISPR
ab04903	No_CRISPR
ab04904	No_CRISPR
ab04905	No_CRISPR
ab04906	No_CRISPR
ab04907	No_CRISPR
ab04910	No_CRISPR
ab04911	No_CRISPR
ab04912	No_CRISPR
ab04913	No_CRISPR
ab04914	No_CRISPR
ab04917	No_CRISPR
ab04918	No_CRISPR
ab04919	No_CRISPR
ab04920	No_CRISPR
ab04924	No_CRISPR
ab04926	No_CRISPR
ab04927	No_CRISPR
ab04928	No_CRISPR
ab04931	No_CRISPR
ab04935	No_CRISPR
ab04946	No_CRISPR
ab04947	No_CRISPR
ab04948	No_CRISPR
ab04949	No_CRISPR
ab04950	No_CRISPR
ab04951	No_CRISPR
ab04958	No_CRISPR
ab04959	No_CRISPR
ab04960	No_CRISPR
ab04961	No_CRISPR
ab04962	No_CRISPR
ab04964	No_CRISPR
ab04965	No_CRISPR
ab04966	No_CRISPR
ab04967	No_CRISPR
ab04968	No_CRISPR
ab04969	No_CRISPR
ab04970	No_CRISPR
ab04972	No_CRISPR
ab04973	No_CRISPR
ab04974	No_CRISPR
ab04977	No_CRISPR
ab04978	No_CRISPR
ab04982	No_CRISPR
ab04983	No_CRISPR
ab04984	No_CRISPR
ab04985	No_CRISPR
ab04986	No_CRISPR
ab04987	No_CRISPR
ab04988	No_CRISPR
ab04989	No_CRISPR
ab04990	No_CRISPR
ab04991	No_CRISPR
ab04992	No_CRISPR
ab04999	No_CRISPR
ab05001	No_CRISPR
ab05002	No_CRISPR
ab05003	No_CRISPR
ab05004	No_CRISPR
ab05005	No_CRISPR
ab05006	No_CRISPR
ab05007	No_CRISPR
ab05017	No_CRISPR
ab05018	No_CRISPR
ab05019	No_CRISPR
ab05020	No_CRISPR
ab05021	No_CRISPR
ab05024	No_CRISPR
ab05025	No_CRISPR
ab05027	No_CRISPR
ab05029	No_CRISPR
ab05030	No_CRISPR
ab05032	No_CRISPR
ab05033	No_CRISPR
ab05034	No_CRISPR
ab05036	No_CRISPR
ab05037	No_CRISPR
ab05038	No_CRISPR
ab05039	No_CRISPR
ab05040	No_CRISPR
ab05044	No_CRISPR
ab05046	No_CRISPR
ab05048	No_CRISPR
ab05049	No_CRISPR
ab05051	No_CRISPR
ab05053	No_CRISPR
ab05058	No_CRISPR
ab05060	No_CRISPR
ab05061	No_CRISPR
ab05062	No_CRISPR
ab05063	No_CRISPR
ab05064	No_CRISPR
ab05065	No_CRISPR
ab05066	No_CRISPR
ab05067	No_CRISPR
ab05068	No_CRISPR
ab05069	No_CRISPR
ab05070	No_CRISPR
ab05071	No_CRISPR
ab05072	No_CRISPR
ab05078	No_CRISPR
ab05080	No_CRISPR
ab05081	No_CRISPR
ab05082	No_CRISPR
ab05103	No_CRISPR
ab05104	No_CRISPR
ab05106	No_CRISPR
ab05108	No_CRISPR
ab05109	No_CRISPR
ab05112	No_CRISPR
ab05113	No_CRISPR
ab05114	No_CRISPR
ab05115	No_CRISPR
ab05116	No_CRISPR
ab05117	No_CRISPR
ab05118	No_CRISPR
ab05119	No_CRISPR
ab05120	No_CRISPR
ab05121	No_CRISPR
ab05122	No_CRISPR
ab05123	No_CRISPR
ab05124	No_CRISPR
ab05125	No_CRISPR
ab05126	No_CRISPR
ab05127	No_CRISPR
ab05128	No_CRISPR
ab05129	No_CRISPR
ab05130	No_CRISPR
ab05131	No_CRISPR
ab05134	No_CRISPR
ab05135	No_CRISPR
ab05136	No_CRISPR
ab05137	No_CRISPR
ab05138	No_CRISPR
ab05139	No_CRISPR
ab05140	No_CRISPR
ab05141	No_CRISPR
ab05144	No_CRISPR
ab05145	No_CRISPR
ab05146	No_CRISPR
ab05150	No_CRISPR
ab05151	No_CRISPR
ab05152	No_CRISPR
ab05153	No_CRISPR
ab05154	No_CRISPR
ab05157	No_CRISPR
ab05158	No_CRISPR
ab05159	No_CRISPR
ab05160	No_CRISPR
ab05161	No_CRISPR
ab05162	No_CRISPR
ab05166	No_CRISPR
ab05169	No_CRISPR
ab05170	No_CRISPR
ab05171	No_CRISPR
ab05172	No_CRISPR
ab05173	No_CRISPR
ab05175	No_CRISPR
ab05176	No_CRISPR
ab05177	No_CRISPR
ab05178	No_CRISPR
ab05179	No_CRISPR
ab05180	No_CRISPR
ab05181	No_CRISPR
ab05182	No_CRISPR
ab05183	No_CRISPR
ab05184	No_CRISPR
ab05185	No_CRISPR
ab05186	No_CRISPR
ab05187	No_CRISPR
ab05188	No_CRISPR
ab05189	No_CRISPR
ab05190	No_CRISPR
ab05191	No_CRISPR
ab05193	No_CRISPR
ab05194	No_CRISPR
ab05195	No_CRISPR
ab05196	No_CRISPR
ab05197	No_CRISPR
ab05198	No_CRISPR
ab05199	No_CRISPR
ab05200	No_CRISPR
ab05201	No_CRISPR
ab05202	No_CRISPR
ab05203	No_CRISPR
ab05204	No_CRISPR
ab05205	No_CRISPR
ab05206	No_CRISPR
ab05207	No_CRISPR
ab05208	No_CRISPR
ab05209	No_CRISPR
ab05210	No_CRISPR
ab05211	No_CRISPR
ab05212	No_CRISPR
ab05213	No_CRISPR
ab05214	No_CRISPR
ab05215	No_CRISPR
ab05216	No_CRISPR
ab05217	No_CRISPR
ab05218	No_CRISPR
ab05219	No_CRISPR
ab05220	No_CRISPR
ab05221	No_CRISPR
ab05222	No_CRISPR
ab05223	No_CRISPR
ab05224	No_CRISPR
ab05225	No_CRISPR
ab05226	No_CRISPR
ab05227	No_CRISPR
ab05228	No_CRISPR
ab05229	No_CRISPR
ab05230	No_CRISPR
ab05231	No_CRISPR
ab05232	No_CRISPR
ab05233	No_CRISPR
ab05234	No_CRISPR
ab05235	No_CRISPR
ab05236	No_CRISPR
ab05237	No_CRISPR
ab05238	No_CRISPR
ab05239	No_CRISPR
ab05240	No_CRISPR
ab05241	No_CRISPR
ab05242	No_CRISPR
ab05243	No_CRISPR
ab05244	No_CRISPR
ab05245	No_CRISPR
ab05246	No_CRISPR
ab05247	No_CRISPR
ab05248	No_CRISPR
ab05249	No_CRISPR
ab05250	No_CRISPR
ab05251	No_CRISPR
ab05252	No_CRISPR
ab05253	No_CRISPR
ab05254	No_CRISPR
ab05255	No_CRISPR
ab05256	No_CRISPR
ab05257	No_CRISPR
ab05258	No_CRISPR
ab05259	No_CRISPR
ab05260	No_CRISPR
ab05261	No_CRISPR
ab05262	No_CRISPR
ab05263	No_CRISPR
ab05264	No_CRISPR
ab05265	No_CRISPR
ab05266	No_CRISPR
ab05267	No_CRISPR
ab05268	No_CRISPR
ab05269	No_CRISPR
ab05270	No_CRISPR
ab05271	No_CRISPR
ab05272	No_CRISPR
ab05273	No_CRISPR
ab05274	No_CRISPR
ab05275	No_CRISPR
ab05276	No_CRISPR
ab05277	No_CRISPR
ab05278	No_CRISPR
ab05279	No_CRISPR
ab05280	No_CRISPR
ab05281	No_CRISPR
ab05282	No_CRISPR
ab05283	No_CRISPR
ab05284	No_CRISPR
ab05285	No_CRISPR
ab05286	No_CRISPR
ab05287	No_CRISPR
ab05288	No_CRISPR
ab05289	No_CRISPR
ab05290	No_CRISPR
ab05291	No_CRISPR
ab05292	No_CRISPR
ab05293	No_CRISPR
ab05294	No_CRISPR
ab05295	No_CRISPR
ab05296	No_CRISPR
ab05297	No_CRISPR
ab05298	No_CRISPR
ab05299	No_CRISPR
ab05300	No_CRISPR
ab05301	No_CRISPR
ab05302	No_CRISPR
ab05303	No_CRISPR
ab05304	No_CRISPR
ab05305	No_CRISPR
ab05306	No_CRISPR
ab05307	No_CRISPR
ab05308	No_CRISPR
ab05309	No_CRISPR
ab05310	No_CRISPR
ab05311	No_CRISPR
ab05312	No_CRISPR
ab05313	No_CRISPR
ab05314	No_CRISPR
ab05315	No_CRISPR
ab05316	No_CRISPR
ab05317	No_CRISPR
ab05318	No_CRISPR
ab05319	No_CRISPR
ab05320	No_CRISPR
ab05321	No_CRISPR
ab05322	No_CRISPR
ab05323	No_CRISPR
ab05324	No_CRISPR
ab05325	No_CRISPR
ab05326	No_CRISPR
ab05327	No_CRISPR
ab05328	No_CRISPR
ab05329	No_CRISPR
ab05330	No_CRISPR
ab05331	No_CRISPR
ab05332	No_CRISPR
ab05333	No_CRISPR
ab05334	No_CRISPR
ab05335	No_CRISPR
ab05336	No_CRISPR
ab05337	No_CRISPR
ab05338	No_CRISPR
ab05339	No_CRISPR
ab05340	No_CRISPR
ab05341	No_CRISPR
ab05342	No_CRISPR
ab05343	No_CRISPR
ab05344	No_CRISPR
ab05345	No_CRISPR
ab05346	No_CRISPR
ab05347	No_CRISPR
ab05348	No_CRISPR
ab05349	No_CRISPR
ab05350	No_CRISPR
ab05351	No_CRISPR
ab05352	No_CRISPR
ab05353	No_CRISPR
ab05354	No_CRISPR
ab05355	No_CRISPR
ab05356	No_CRISPR
ab05357	No_CRISPR
ab05358	No_CRISPR
ab05359	No_CRISPR
ab05360	No_CRISPR
ab05361	No_CRISPR
ab05362	No_CRISPR
ab05363	No_CRISPR
ab05364	No_CRISPR
ab05365	No_CRISPR
ab05366	No_CRISPR
ab05367	No_CRISPR
ab05368	No_CRISPR
ab05369	No_CRISPR
ab05370	No_CRISPR
ab05371	No_CRISPR
ab05372	No_CRISPR
ab05373	No_CRISPR
ab05374	No_CRISPR
ab05375	No_CRISPR
ab05376	No_CRISPR
ab05377	No_CRISPR
ab05378	No_CRISPR
ab05379	No_CRISPR
ab05380	No_CRISPR
ab05381	No_CRISPR
ab05382	No_CRISPR
ab05383	No_CRISPR
ab05384	No_CRISPR
ab05385	No_CRISPR
ab05386	No_CRISPR
ab05387	No_CRISPR
ab05388	No_CRISPR
ab05389	No_CRISPR
ab05390	No_CRISPR
ab05391	No_CRISPR
ab05392	No_CRISPR
ab05393	No_CRISPR
ab05394	No_CRISPR
ab05395	No_CRISPR
ab05396	No_CRISPR
ab05397	No_CRISPR
ab05398	No_CRISPR
ab05399	No_CRISPR
ab05400	No_CRISPR
ab05401	No_CRISPR
ab05402	No_CRISPR
ab05403	No_CRISPR
ab05404	No_CRISPR
ab05405	No_CRISPR
ab05406	No_CRISPR
ab05407	No_CRISPR
ab05410	No_CRISPR
ab05411	No_CRISPR
ab05413	No_CRISPR
ab05414	No_CRISPR
ab05415	No_CRISPR
ab05416	No_CRISPR
ab05417	No_CRISPR
ab05418	No_CRISPR
ab05419	No_CRISPR
ab05420	No_CRISPR
ab05421	No_CRISPR
ab05422	No_CRISPR
ab05423	No_CRISPR
ab05424	No_CRISPR
ab05425	No_CRISPR
ab05426	No_CRISPR
ab05427	No_CRISPR
ab05428	No_CRISPR
ab05429	No_CRISPR
ab05430	No_CRISPR
ab05431	No_CRISPR
ab05432	No_CRISPR
ab05433	No_CRISPR
ab05434	No_CRISPR
ab05435	No_CRISPR
ab05436	No_CRISPR
ab05437	No_CRISPR
ab05438	No_CRISPR
ab05439	No_CRISPR
ab05440	No_CRISPR
ab05441	No_CRISPR
ab05442	No_CRISPR
ab05443	No_CRISPR
ab05444	No_CRISPR
ab05445	No_CRISPR
ab05446	No_CRISPR
ab05447	No_CRISPR
ab05448	No_CRISPR
ab05449	No_CRISPR
ab05450	No_CRISPR
ab05451	No_CRISPR
ab05453	No_CRISPR
ab05454	No_CRISPR
ab05455	No_CRISPR
ab05456	No_CRISPR
ab05457	No_CRISPR
ab05458	No_CRISPR
ab05459	No_CRISPR
ab05460	No_CRISPR
ab05461	No_CRISPR
ab05462	No_CRISPR
ab05463	No_CRISPR
ab05464	No_CRISPR
ab05465	No_CRISPR
ab05466	No_CRISPR
ab05467	No_CRISPR
ab05468	No_CRISPR
ab05469	No_CRISPR
ab05470	No_CRISPR
ab05472	No_CRISPR
ab05474	No_CRISPR
ab05475	No_CRISPR
ab05478	No_CRISPR
ab05479	No_CRISPR
ab05480	No_CRISPR
ab05481	No_CRISPR
ab05482	No_CRISPR
ab05483	No_CRISPR
ab05484	No_CRISPR
ab05485	No_CRISPR
ab05486	No_CRISPR
ab05488	No_CRISPR
ab05489	No_CRISPR
ab05490	No_CRISPR
ab05491	No_CRISPR
ab05492	No_CRISPR
ab05493	No_CRISPR
ab05495	No_CRISPR
ab05496	No_CRISPR
ab05497	No_CRISPR
ab05499	No_CRISPR
ab05500	No_CRISPR
ab05501	No_CRISPR
ab05502	No_CRISPR
ab05503	No_CRISPR
ab05504	No_CRISPR
ab05505	No_CRISPR
ab05507	No_CRISPR
ab05509	No_CRISPR
ab05510	No_CRISPR
ab05511	No_CRISPR
ab05512	No_CRISPR
ab05513	No_CRISPR
ab05514	No_CRISPR
ab05515	No_CRISPR
ab05516	No_CRISPR
ab05517	No_CRISPR
ab05518	No_CRISPR
ab05519	No_CRISPR
ab05520	No_CRISPR
ab05521	No_CRISPR
ab05522	No_CRISPR
ab05523	No_CRISPR
ab05524	No_CRISPR
ab05525	No_CRISPR
ab05526	No_CRISPR
ab05527	No_CRISPR
ab05528	No_CRISPR
ab05529	No_CRISPR
ab05530	No_CRISPR
ab05531	No_CRISPR
ab05532	No_CRISPR
ab05533	No_CRISPR
ab05534	No_CRISPR
ab05535	No_CRISPR
ab05536	No_CRISPR
ab05537	No_CRISPR
ab05539	No_CRISPR
ab05540	No_CRISPR
ab05541	No_CRISPR
ab05542	No_CRISPR
ab05544	No_CRISPR
ab05545	No_CRISPR
ab05546	No_CRISPR
ab05547	No_CRISPR
ab05548	No_CRISPR
ab05549	No_CRISPR
ab05550	No_CRISPR
ab05553	No_CRISPR
ab05554	No_CRISPR
ab05555	No_CRISPR
ab05557	No_CRISPR
ab05560	No_CRISPR
ab05561	No_CRISPR
ab05562	No_CRISPR
ab05563	No_CRISPR
ab05564	No_CRISPR
ab05565	No_CRISPR
ab05566	No_CRISPR
ab05567	No_CRISPR
ab05568	No_CRISPR
ab05569	No_CRISPR
ab05570	No_CRISPR
ab05571	No_CRISPR
ab05572	No_CRISPR
ab05573	No_CRISPR
ab05574	No_CRISPR
ab05575	No_CRISPR
ab05577	No_CRISPR
ab05578	No_CRISPR
ab05579	No_CRISPR
ab05580	No_CRISPR
ab05581	No_CRISPR
ab05582	No_CRISPR
ab05583	No_CRISPR
ab05585	No_CRISPR
ab05586	No_CRISPR
ab05587	No_CRISPR
ab05588	No_CRISPR
ab05589	No_CRISPR
ab05591	No_CRISPR
ab05592	No_CRISPR
ab05593	No_CRISPR
ab05595	No_CRISPR
ab05596	No_CRISPR
ab05597	No_CRISPR
ab05598	No_CRISPR
ab05599	No_CRISPR
ab05601	No_CRISPR
ab05602	No_CRISPR
ab05605	No_CRISPR
ab05606	No_CRISPR
ab05607	No_CRISPR
ab05608	No_CRISPR
ab05609	No_CRISPR
ab05610	No_CRISPR
ab05611	No_CRISPR
ab05612	No_CRISPR
ab05613	No_CRISPR
ab05614	No_CRISPR
ab05615	No_CRISPR
ab05616	No_CRISPR
ab05618	No_CRISPR
ab05619	No_CRISPR
ab05620	No_CRISPR
ab05621	No_CRISPR
ab05622	No_CRISPR
ab05623	No_CRISPR
ab05624	No_CRISPR
ab05625	No_CRISPR
ab05628	No_CRISPR
ab05629	No_CRISPR
ab05630	No_CRISPR
ab05631	No_CRISPR
ab05632	No_CRISPR
ab05633	No_CRISPR
ab05634	No_CRISPR
ab05635	No_CRISPR
ab05636	No_CRISPR
ab05637	No_CRISPR
ab05638	No_CRISPR
ab05639	No_CRISPR
ab05640	No_CRISPR
ab05641	No_CRISPR
ab05642	No_CRISPR
ab05643	No_CRISPR
ab05644	No_CRISPR
ab05645	No_CRISPR
ab05646	No_CRISPR
ab05647	No_CRISPR
ab05648	No_CRISPR
ab05649	No_CRISPR
ab05650	No_CRISPR
ab05651	No_CRISPR
ab05652	No_CRISPR
ab05653	No_CRISPR
ab05654	No_CRISPR
ab05655	No_CRISPR
ab05656	No_CRISPR
ab05657	No_CRISPR
ab05658	No_CRISPR
ab05659	No_CRISPR
ab05660	No_CRISPR
ab05662	No_CRISPR
ab05663	No_CRISPR
ab05664	No_CRISPR
ab05665	No_CRISPR
ab05666	No_CRISPR
ab05667	No_CRISPR
ab05668	No_CRISPR
ab05669	No_CRISPR
ab05670	No_CRISPR
ab05671	No_CRISPR
ab05672	No_CRISPR
ab05673	No_CRISPR
ab05675	No_CRISPR
ab05676	No_CRISPR
ab05677	No_CRISPR
ab05678	No_CRISPR
ab05679	No_CRISPR
ab05680	No_CRISPR
ab05681	No_CRISPR
ab05682	No_CRISPR
ab05684	No_CRISPR
ab05685	No_CRISPR
ab05686	No_CRISPR
ab05687	No_CRISPR
ab05688	No_CRISPR
ab05689	No_CRISPR
ab05690	No_CRISPR
ab05691	No_CRISPR
ab05692	No_CRISPR
ab05693	No_CRISPR
ab05694	No_CRISPR
ab05695	No_CRISPR
ab05696	No_CRISPR
ab05697	No_CRISPR
ab05698	No_CRISPR
ab05700	No_CRISPR
ab05701	No_CRISPR
ab05702	No_CRISPR
ab05703	No_CRISPR
ab05704	No_CRISPR
ab05705	No_CRISPR
ab05706	No_CRISPR
ab05707	No_CRISPR
ab05708	No_CRISPR
ab05709	No_CRISPR
ab05710	No_CRISPR
ab05711	No_CRISPR
ab05712	No_CRISPR
ab05713	No_CRISPR
ab05714	No_CRISPR
ab05715	No_CRISPR
ab05716	No_CRISPR
ab05717	No_CRISPR
ab05718	No_CRISPR
ab05719	No_CRISPR
ab05720	No_CRISPR
ab05721	No_CRISPR
ab05722	No_CRISPR
ab05723	No_CRISPR
ab05724	No_CRISPR
ab05725	No_CRISPR
ab05726	No_CRISPR
ab05727	No_CRISPR
ab05728	No_CRISPR
ab05729	No_CRISPR
ab05730	No_CRISPR
ab05731	No_CRISPR
ab05732	No_CRISPR
ab05733	No_CRISPR
ab05734	No_CRISPR
ab05735	No_CRISPR
ab05736	No_CRISPR
ab05737	No_CRISPR
ab05738	No_CRISPR
ab05739	No_CRISPR
ab05740	No_CRISPR
ab05741	No_CRISPR
ab05743	No_CRISPR
ab05745	No_CRISPR
ab05746	No_CRISPR
ab05747	No_CRISPR
ab05749	No_CRISPR
ab05750	No_CRISPR
ab05753	No_CRISPR
ab05754	No_CRISPR
ab05755	No_CRISPR
ab05757	No_CRISPR
ab05758	No_CRISPR
ab05759	No_CRISPR
ab05761	No_CRISPR
ab05762	No_CRISPR
ab05763	No_CRISPR
ab05764	No_CRISPR
ab05765	No_CRISPR
ab05766	No_CRISPR
ab05767	No_CRISPR
ab05768	No_CRISPR
ab05769	No_CRISPR
ab05770	No_CRISPR
ab05771	No_CRISPR
ab05772	No_CRISPR
ab05773	No_CRISPR
ab05774	No_CRISPR
ab05775	No_CRISPR
ab05776	No_CRISPR
ab05777	No_CRISPR
ab05778	No_CRISPR
ab05780	No_CRISPR
ab05783	No_CRISPR
ab05784	No_CRISPR
ab05785	No_CRISPR
ab05786	No_CRISPR
ab05787	No_CRISPR
ab05788	No_CRISPR
ab05789	No_CRISPR
ab05790	No_CRISPR
ab05792	No_CRISPR
ab05793	No_CRISPR
ab05794	No_CRISPR
ab05798	No_CRISPR
ab05799	No_CRISPR
ab05801	No_CRISPR
ab05802	No_CRISPR
ab05803	No_CRISPR
ab05804	No_CRISPR
ab05805	No_CRISPR
ab05806	No_CRISPR
ab05807	No_CRISPR
ab05809	No_CRISPR
ab05810	No_CRISPR
ab05811	No_CRISPR
ab05812	No_CRISPR
ab05813	No_CRISPR
ab05815	No_CRISPR
ab05817	No_CRISPR
ab05818	No_CRISPR
ab05819	No_CRISPR
ab05820	No_CRISPR
ab05821	No_CRISPR
ab05822	No_CRISPR
ab05823	No_CRISPR
ab05824	No_CRISPR
ab05825	No_CRISPR
ab05826	No_CRISPR
ab05827	No_CRISPR
ab05829	No_CRISPR
ab05830	No_CRISPR
ab05831	No_CRISPR
ab05832	No_CRISPR
ab05833	No_CRISPR
ab05834	No_CRISPR
ab05835	No_CRISPR
ab05838	No_CRISPR
ab05839	No_CRISPR
ab05840	No_CRISPR
ab05841	No_CRISPR
ab05842	No_CRISPR
ab05843	No_CRISPR
ab05844	No_CRISPR
ab05845	No_CRISPR
ab05846	No_CRISPR
ab05847	No_CRISPR
ab05848	No_CRISPR
ab05850	No_CRISPR
ab05851	No_CRISPR
ab05852	No_CRISPR
ab05853	No_CRISPR
ab05854	No_CRISPR
ab05855	No_CRISPR
ab05856	No_CRISPR
ab05857	No_CRISPR
ab05858	No_CRISPR
ab05859	No_CRISPR
ab05860	No_CRISPR
ab05861	No_CRISPR
ab05862	No_CRISPR
ab05863	No_CRISPR
ab05864	No_CRISPR
ab05865	No_CRISPR
ab05866	No_CRISPR
ab05867	No_CRISPR
ab05868	No_CRISPR
ab05869	No_CRISPR
ab05872	No_CRISPR
ab05873	No_CRISPR
ab05874	No_CRISPR
ab05875	No_CRISPR
ab05876	No_CRISPR
ab05877	No_CRISPR
ab05881	No_CRISPR
ab05882	No_CRISPR
ab05883	No_CRISPR
ab05885	No_CRISPR
ab05886	No_CRISPR
ab05887	No_CRISPR
ab05888	No_CRISPR
ab05889	No_CRISPR
ab05890	No_CRISPR
ab05891	No_CRISPR
ab05892	No_CRISPR
ab05893	No_CRISPR
ab05894	No_CRISPR
ab05896	No_CRISPR
ab05898	No_CRISPR
ab05899	No_CRISPR
ab05900	No_CRISPR
ab05901	No_CRISPR
ab05902	No_CRISPR
ab05904	No_CRISPR
ab05905	No_CRISPR
ab05907	No_CRISPR
ab05908	No_CRISPR
ab05909	No_CRISPR
ab05910	No_CRISPR
ab05911	No_CRISPR
ab05913	No_CRISPR
ab05914	No_CRISPR
ab05915	No_CRISPR
ab05916	No_CRISPR
ab05917	No_CRISPR
ab05918	No_CRISPR
ab05919	No_CRISPR
ab05921	No_CRISPR
ab05922	No_CRISPR
ab05923	No_CRISPR
ab05924	No_CRISPR
ab05925	No_CRISPR
ab05926	No_CRISPR
ab05927	No_CRISPR
ab05928	No_CRISPR
ab05929	No_CRISPR
ab05930	No_CRISPR
ab05931	No_CRISPR
ab05932	No_CRISPR
ab05933	No_CRISPR
ab05934	No_CRISPR
ab05935	No_CRISPR
ab05936	No_CRISPR
ab05937	No_CRISPR
ab05938	No_CRISPR
ab05939	No_CRISPR
ab05940	No_CRISPR
ab05941	No_CRISPR
ab05942	No_CRISPR
ab05943	No_CRISPR
ab05944	No_CRISPR
ab05945	No_CRISPR
ab05946	No_CRISPR
ab05947	No_CRISPR
ab05948	No_CRISPR
ab05949	No_CRISPR
ab05950	No_CRISPR
ab05951	No_CRISPR
ab05952	No_CRISPR
ab05953	No_CRISPR
ab05954	No_CRISPR
ab05955	No_CRISPR
ab05956	No_CRISPR
ab05957	No_CRISPR
ab05958	No_CRISPR
ab05959	No_CRISPR
ab05960	No_CRISPR
ab05962	No_CRISPR
ab05963	No_CRISPR
ab05964	No_CRISPR
ab05965	No_CRISPR
ab05966	No_CRISPR
ab05967	No_CRISPR
ab05968	No_CRISPR
ab05969	No_CRISPR
ab05970	No_CRISPR
ab05971	No_CRISPR
ab05972	No_CRISPR
ab05973	No_CRISPR
ab05974	No_CRISPR
ab05975	No_CRISPR
ab05976	No_CRISPR
ab05977	No_CRISPR
ab05978	No_CRISPR
ab05979	No_CRISPR
ab05980	No_CRISPR
ab05981	No_CRISPR
ab05982	No_CRISPR
ab05983	No_CRISPR
ab05984	No_CRISPR
ab05985	No_CRISPR
ab05986	No_CRISPR
ab05987	No_CRISPR
ab05988	No_CRISPR
ab05989	No_CRISPR
ab05990	No_CRISPR
ab05991	No_CRISPR
ab05992	No_CRISPR
ab05994	No_CRISPR
ab05995	No_CRISPR
ab05996	No_CRISPR
ab05998	No_CRISPR
ab05999	No_CRISPR
ab06000	No_CRISPR
ab06001	No_CRISPR
ab06003	No_CRISPR
ab06004	No_CRISPR
ab06005	No_CRISPR
ab06006	No_CRISPR
ab06007	No_CRISPR
ab06009	No_CRISPR
ab06010	No_CRISPR
ab06011	No_CRISPR
ab06012	No_CRISPR
ab06013	No_CRISPR
ab06014	No_CRISPR
ab06015	No_CRISPR
ab06016	No_CRISPR
ab06017	No_CRISPR
ab06018	No_CRISPR
ab06019	No_CRISPR
ab06020	No_CRISPR
ab06021	No_CRISPR
ab06022	No_CRISPR
ab06023	No_CRISPR
ab06024	No_CRISPR
ab06025	No_CRISPR
ab06026	No_CRISPR
ab06027	No_CRISPR
ab06028	No_CRISPR
ab06029	No_CRISPR
ab06030	No_CRISPR
ab06031	No_CRISPR
ab06032	No_CRISPR
ab06034	No_CRISPR
ab06035	No_CRISPR
ab06036	No_CRISPR
ab06037	No_CRISPR
ab06038	No_CRISPR
ab06039	No_CRISPR
ab06040	No_CRISPR
ab06041	No_CRISPR
ab06042	No_CRISPR
ab06043	No_CRISPR
ab06044	No_CRISPR
ab06045	No_CRISPR
ab06046	No_CRISPR
ab06047	No_CRISPR
ab06048	No_CRISPR
ab06049	No_CRISPR
ab06050	No_CRISPR
ab06051	No_CRISPR
ab06052	No_CRISPR
ab06053	No_CRISPR
ab06054	No_CRISPR
ab06055	No_CRISPR
ab06056	No_CRISPR
ab06057	No_CRISPR
ab06058	No_CRISPR
ab06059	No_CRISPR
ab06060	No_CRISPR
ab06061	No_CRISPR
ab06062	No_CRISPR
ab06063	No_CRISPR
ab06064	No_CRISPR
ab06067	No_CRISPR
ab06068	No_CRISPR
ab06069	No_CRISPR
ab06070	No_CRISPR
ab06071	No_CRISPR
ab06072	No_CRISPR
ab06073	No_CRISPR
ab06074	No_CRISPR
ab06075	No_CRISPR
ab06076	No_CRISPR
ab06077	No_CRISPR
ab06078	No_CRISPR
ab06079	No_CRISPR
ab06080	No_CRISPR
ab06081	No_CRISPR
ab06082	No_CRISPR
